time;start;input 1;input 2;input 3;input 4;1/2;1/3;1/4;2/3;2/4;3/4;1/2/3;1/2/4;1/3/4;2/3/4;1/2/3/4
76.02;49999939;5843;19215;8781;0;0;4;0;34;0;0;0;0;0;0;0
78.02;49999944;6031;19387;8876;0;0;4;0;29;0;0;0;0;0;0;0
80.02;49999940;5797;19445;8569;0;0;1;0;21;0;0;0;0;0;0;0
82.02;49999943;5876;19103;8617;0;0;4;0;32;0;0;0;0;0;0;0
84.02;49999941;5973;19503;8513;0;1;1;0;17;0;0;0;0;0;0;0
86.02;49999944;5957;19748;8582;0;1;4;0;35;0;0;0;0;0;0;0
88.02;49999944;5878;19598;8870;0;0;3;0;26;0;0;0;0;0;0;0
90.02;49999945;5949;19266;8719;0;1;5;0;27;0;0;0;0;0;0;0
92.02;49999946;5845;19631;8900;0;0;2;0;21;0;0;0;0;0;0;0
94.02;49999945;5952;19651;8531;0;0;7;0;22;0;0;0;0;0;0;0
96.02;49999942;5752;19815;8365;0;0;4;0;22;0;0;0;0;0;0;0
98.02;49999944;5885;18930;8140;0;0;5;0;21;0;0;0;0;0;0;0
100.02;49999943;5687;19109;8128;0;0;2;0;25;0;0;0;0;0;0;0
102.02;49999941;5880;19427;8167;0;0;6;0;19;0;0;0;0;0;0;0
104.02;49999941;5902;19206;8828;0;0;3;0;15;0;0;0;0;0;0;0
106.02;49999939;5951;19510;8393;0;1;6;0;25;0;0;0;0;0;0;0
108.03;49999932;5724;19558;8647;0;0;1;0;26;0;0;0;0;0;0;0
110.03;49999930;5853;19309;8323;0;1;1;0;26;0;0;0;0;0;0;0
112.03;49999937;6036;19391;8269;0;0;1;0;17;0;0;0;0;0;0;0
114.03;49999926;5967;19741;8428;0;0;1;0;22;0;0;0;0;0;0;0
116.03;49999942;5981;19658;8565;0;0;3;0;19;0;0;0;0;0;0;0
118.03;49999943;5812;19557;8624;0;1;3;0;28;0;0;0;0;0;0;0
120.03;49999945;6078;19371;8706;0;0;7;0;21;0;0;0;0;0;0;0
122.03;49999944;5748;19401;8532;0;0;2;0;34;0;0;0;0;0;0;0
124.03;49999944;5892;19460;8837;0;0;2;0;22;0;0;0;0;0;0;0
126.03;49999943;5895;19658;8651;0;0;1;0;28;0;0;0;0;0;0;0
128.03;49999940;5862;19467;8621;0;0;4;0;23;0;0;0;0;0;0;0
130.03;49999942;5909;19655;8518;0;0;2;0;28;0;0;0;0;0;0;0
132.03;49999943;5681;19053;8683;0;0;3;0;28;0;0;0;0;0;0;0
134.03;49999942;5965;19306;8600;0;0;1;0;29;0;0;0;0;0;0;0
136.03;49999945;6065;19362;8947;0;1;3;0;31;0;0;0;0;0;0;0
138.03;49999945;5940;19444;8714;0;0;2;0;19;0;0;0;0;0;0;0
140.03;49999944;5793;19229;8560;0;1;3;0;30;0;0;0;0;0;0;0
142.03;49999939;5851;19618;8394;0;0;1;0;22;0;0;0;0;0;0;0
144.03;49999946;5837;19941;8759;0;0;4;0;23;0;0;0;0;0;0;0
146.03;49999946;5969;18961;8698;0;0;5;0;16;0;0;0;0;0;0;0
148.03;49999941;5947;19390;8638;0;0;3;0;22;0;0;0;0;0;0;0
150.03;49999939;5752;19115;8505;0;0;5;0;28;0;0;0;0;0;0;0
152.03;49999946;5818;18912;8363;0;0;1;0;21;0;0;0;0;0;0;0
154.03;49999942;6018;19519;8473;0;0;3;0;23;0;0;0;0;0;0;0
156.03;49999946;5773;19326;8433;0;0;5;0;26;0;0;0;0;0;0;0
158.03;49999943;5619;19069;8060;0;1;2;0;24;0;0;0;0;0;0;0
160.03;49999939;5578;19077;8276;0;0;4;0;26;0;0;0;0;0;0;0
162.03;49999941;5625;19160;8159;0;0;4;0;24;0;0;0;0;0;0;0
164.03;49999940;5799;19011;8425;0;0;2;0;25;0;0;0;0;0;0;0
166.03;49999946;5897;19155;8227;0;0;3;0;25;0;0;0;0;0;0;0
168.03;49999943;5661;19222;8730;0;0;5;0;33;0;0;0;0;0;0;0
170.04;49999942;5697;19037;8402;0;0;3;0;26;0;0;0;0;0;0;0
172.04;49999942;5746;19259;8135;0;0;3;0;23;0;0;0;0;0;0;0
174.04;49999938;5669;19391;8375;0;0;4;0;28;0;0;0;0;0;0;0
176.04;49999944;5679;19097;8219;0;0;5;0;13;0;0;0;0;0;0;0
178.04;49999941;5882;19418;8556;0;0;2;0;26;0;0;0;0;0;0;0
180.04;49999942;5910;19332;8853;0;0;4;0;28;0;0;0;0;0;0;0
182.04;49999943;5887;19232;8504;0;0;1;0;25;0;0;0;0;0;0;0
184.04;49999943;5898;19242;8688;0;1;1;0;30;0;0;0;0;0;0;0
186.04;49999944;5830;19210;8483;0;0;2;0;22;0;0;0;0;0;0;0
188.04;49999946;5649;18628;8787;0;0;5;0;26;0;0;0;0;0;0;0
190.04;49999946;5903;19453;8672;0;0;6;0;25;0;0;0;0;0;0;0
192.04;49999944;5599;19080;8840;0;0;8;0;27;0;0;0;0;0;0;0
194.04;49999946;5814;19098;8808;0;0;5;0;22;0;0;0;0;0;0;0
196.04;49999943;5633;19226;8587;0;0;0;0;27;0;0;0;0;0;0;0
198.04;49999946;5877;19332;9069;0;0;0;0;31;0;0;0;0;0;0;0
200.04;49999942;5989;19385;8793;0;0;2;0;38;0;0;0;0;0;0;0
202.04;49999946;5772;19078;8767;0;0;5;0;27;0;0;0;0;0;0;0
204.04;49999944;5654;18827;8601;0;0;3;0;22;0;0;0;0;0;0;0
206.04;49999943;5677;19433;8445;0;0;1;0;30;0;0;0;0;0;0;0
208.04;49999945;5767;19044;8867;0;0;4;0;18;0;0;0;0;0;0;0
210.04;49999946;5705;19117;8499;0;0;2;0;32;0;0;0;0;0;0;0
212.04;49999946;5906;19425;8830;0;0;6;0;26;0;0;0;0;0;0;0
214.04;49999946;5448;19353;8467;0;0;4;0;24;0;0;0;0;0;0;0
216.04;49999940;5564;18852;8241;0;0;2;0;20;0;0;0;0;0;0;0
218.04;49999945;5832;18812;8610;0;0;5;0;29;0;0;0;0;0;0;0
220.04;49999946;5864;19358;8803;0;0;4;0;32;0;0;0;0;0;0;0
222.04;49999942;5678;19320;8139;0;0;3;0;24;0;0;0;0;0;0;0
224.04;49999942;5807;19163;8235;0;0;4;0;21;0;0;0;0;0;0;0
226.04;49999946;5591;18820;8272;0;0;3;0;21;0;0;0;0;0;0;0
228.05;49999945;5654;19314;8570;0;0;2;0;33;0;0;0;0;0;0;0
230.05;49999944;5779;19357;8792;0;0;3;0;30;0;0;0;0;0;0;0
232.05;49999945;5731;19158;8831;0;0;2;0;20;0;0;0;0;0;0;0
234.05;49999942;5616;19099;8507;0;0;4;0;27;0;0;0;0;0;0;0
236.05;49999945;5808;19109;8703;0;0;6;0;25;0;0;0;0;0;0;0
238.05;49999945;5807;19343;8383;0;0;3;0;18;0;0;0;0;0;0;0
240.05;49999944;5798;19103;8689;0;0;3;0;28;0;0;0;0;0;0;0
242.05;49999945;5893;19189;8644;0;0;5;0;17;0;0;0;0;0;0;0
244.05;49999946;5988;19137;8836;0;0;1;0;28;0;0;0;0;0;0;0
246.05;49999946;5857;19196;8431;0;0;6;0;20;0;0;0;0;0;0;0
248.05;49999944;5855;19256;8502;0;2;4;0;17;0;0;0;0;0;0;0
250.05;49999946;5703;19105;8436;0;0;4;0;24;0;0;0;0;0;0;0
252.05;49999944;5875;18934;8686;0;0;6;0;21;0;0;0;0;0;0;0
254.05;49999943;5721;19365;8559;0;1;3;0;27;0;0;0;0;0;0;0
256.05;49999946;5842;18861;8657;0;0;0;0;18;0;0;0;0;0;0;0
258.05;49999943;5597;19133;8537;0;0;3;0;24;0;0;0;0;0;0;0
260.05;49999943;5756;19211;8604;0;0;3;0;26;0;0;0;0;0;0;0
262.05;49999946;5709;19376;8405;0;0;0;0;30;0;0;0;0;0;0;0
264.05;49999943;5706;19236;8390;0;0;4;0;18;0;0;0;0;0;0;0
266.06;49999945;5647;19035;8135;0;1;5;0;22;0;0;0;0;0;0;0
268.06;49999945;5691;19232;8391;0;0;2;0;16;0;0;0;0;0;0;0
270.06;49999945;5578;19046;8495;0;0;2;0;26;0;0;0;0;0;0;0
272.06;49999945;5620;19261;8443;0;0;2;0;26;0;0;0;0;0;0;0
274.06;49999944;5863;19045;8831;0;0;3;0;22;0;0;0;0;0;0;0
276.06;49999945;5759;19045;8626;0;0;2;0;30;0;0;0;0;0;0;0
278.06;49999946;5822;18860;8604;0;0;2;0;23;0;0;0;0;0;0;0
280.06;49999944;5684;18892;8403;0;0;2;0;21;0;0;0;0;0;0;0
282.06;49999945;5791;18835;8517;0;0;6;0;30;0;0;0;0;0;0;0
284.06;49999945;5981;19224;8667;0;0;3;0;29;0;0;0;0;0;0;0
286.06;49999945;5878;19268;8883;0;0;3;0;28;0;0;0;0;0;0;0
288.06;49999945;5786;19433;8627;0;0;2;0;21;0;0;0;0;0;0;0
290.06;49999943;5982;19145;8747;0;0;1;0;30;0;0;0;0;0;0;0
292.06;49999941;5760;18990;8837;0;0;3;0;36;0;0;0;0;0;0;0
294.06;49999944;5687;19275;8723;0;0;3;0;24;0;0;0;0;0;0;0
296.06;49999944;5627;19098;8307;0;0;4;0;24;0;0;0;0;0;0;0
298.06;49999944;5857;18745;8477;0;0;7;0;25;0;0;0;0;0;0;0
